"","outcome","exposure","method","nsnp","b","se","pval","Q","Q_df","Q_pval","egger_intercept","egger_intercept_se","egger_intercept_pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sd","sex","population"
"332","Insulin disposition index","Triglycerides","MR Egger",36,0.139494210316505,0.0586533520056755,0.0231556803440121,50.9153704981357,34,0.031231826256348,0.00474122948904994,0.00572686563094433,0.413504937478182,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5130,"SD",NA,"Males and females","European"
"333","Insulin disposition index","Triglycerides","Weighted median",36,0.161313185274153,0.0524619007018076,0.00210598892187785,NA,NA,NA,NA,NA,NA,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5130,"SD",NA,"Males and females","European"
"334","Insulin sensitivity index","Triglycerides","Inverse variance weighted",36,-0.0172757470602101,0.0490228999209479,0.724537122242997,40.7653157497435,35,0.231697095403935,NA,NA,NA,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD",NA,"Males and females","European"
"335","Insulin sensitivity index","Triglycerides","MR Egger",36,0.00660911757664178,0.0590799179965375,0.911586370597654,41.3074729955718,34,0.181618061275237,0.00414129933308229,0.00563232133612883,0.467214588786199,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD",NA,"Males and females","European"
"336","Insulin sensitivity index","Triglycerides","Weighted median",36,0.0541801923098176,0.056053976454049,0.333758143019192,NA,NA,NA,NA,NA,NA,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD",NA,"Males and females","European"
"337","Haemoglobin concentration","Triglycerides","Inverse variance weighted",34,-0.00834037426201733,0.0203313503447564,0.681642849162414,118.242022323128,33,1.58351679349803e-11,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL",1.276364658,"Males and females","Mixed"
"338","Haemoglobin concentration","Triglycerides","MR Egger",34,-0.0177909096428655,0.0247842962304653,0.478070306928331,120.207913009781,32,3.85388288034322e-12,-0.00145169148407772,0.00213966955492436,0.50235408830767,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL",1.276364658,"Males and females","Mixed"
"339","Haemoglobin concentration","Triglycerides","Weighted median",34,-0.0256874483663407,0.0131007257795961,0.0499064089594675,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL",1.276364658,"Males and females","Mixed"
"340","Mean cell haemoglobin","Triglycerides","Inverse variance weighted",34,0.0103037743319523,0.0160325839517117,0.520433652444871,57.8967395625332,33,0.00470188142406084,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg",1.987577737,"Males and females","Mixed"
"341","Mean cell haemoglobin","Triglycerides","MR Egger",34,-0.00348457101079912,0.0191604885577191,0.856837914893073,56.7744983882935,32,0.00447083667255914,-0.002127058329341,0.00165476015835053,0.207871643651904,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg",1.987577737,"Males and females","Mixed"
"342","Mean cell haemoglobin","Triglycerides","Weighted median",34,0.0029236052904115,0.0142224546986266,0.837132565639636,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg",1.987577737,"Males and females","Mixed"
"343","Mean cell haemoglobin concentration","Triglycerides","Inverse variance weighted",34,-0.00707481430243349,0.00803856676604737,0.378800308207883,31.9176256428469,33,0.520860723970952,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL",1.013212303,"Males and females","Mixed"
"344","Mean cell haemoglobin concentration","Triglycerides","MR Egger",34,-0.012498173085368,0.00969391960400327,0.206542709631687,31.9130312827725,32,0.471065090283032,-0.000833198232754181,0.000832357908273656,0.324331918641949,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL",1.013212303,"Males and females","Mixed"
"345","Mean cell haemoglobin concentration","Triglycerides","Weighted median",34,-0.00953522329513766,0.00965773659599354,0.323488488684321,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL",1.013212303,"Males and females","Mixed"
"346","Mean cell volume","Triglycerides","Inverse variance weighted",34,0.0378278665927437,0.0196566783417867,0.0543009295057456,92.8219861433779,33,1.35367555974387e-07,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl",5.193532933,"Males and females","Mixed"
"347","Mean cell volume","Triglycerides","MR Egger",34,0.0120477130503699,0.0226403390408665,0.59830819046611,84.7201672824567,32,1.18340554386225e-06,-0.00402087859971262,0.00197239352619427,0.0498260602159231,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl",5.193532933,"Males and females","Mixed"
"348","Mean cell volume","Triglycerides","Weighted median",34,0.0258753359424594,0.0145538970182203,0.0754207042421862,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl",5.193532933,"Males and females","Mixed"
"349","Mean platelet volume","Triglycerides","Inverse variance weighted",34,0.0175675291841383,0.0233056156238464,0.450975608317125,44.7395522345416,33,0.0834410612149253,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl",0.109,"Males and females","European"
"350","Mean platelet volume","Triglycerides","MR Egger",34,0.00961201421260272,0.0278710227670579,0.732445012313832,45.7295614757032,32,0.0548949741429191,-0.00149650054237113,0.00280037486292651,0.596763318797474,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl",0.109,"Males and females","European"
"351","Mean platelet volume","Triglycerides","Weighted median",34,0.00537521770515226,0.0223647450245775,0.810064092492784,NA,NA,NA,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl",0.109,"Males and females","European"
"352","Packed cell volume","Triglycerides","Inverse variance weighted",34,0.00201508999192298,0.0120474107667444,0.8671628593626,96.6830755313864,33,3.62673013470744e-08,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%",5.9,"Males and females","Mixed"
"353","Packed cell volume","Triglycerides","MR Egger",34,-0.00869336239476758,0.0143368304721918,0.548549773481711,94.4041424648903,32,4.50448584953572e-08,-0.00170565833034691,0.00127251585922326,0.189560432282322,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%",5.9,"Males and females","Mixed"
"354","Packed cell volume","Triglycerides","Weighted median",34,-0.0135712515127622,0.00884814474300384,0.125079777874065,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%",5.9,"Males and females","Mixed"
"355","Platelet count","Triglycerides","Inverse variance weighted",34,-0.0335052994821961,0.0285763217326204,0.241002518765748,125.420310696157,33,1.06989773230491e-12,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l",59.934,"Males and females","European"
"356","Platelet count","Triglycerides","MR Egger",34,-0.0160171616583826,0.034022860611908,0.640993778153534,125.788659330593,32,4.60946881977224e-13,0.00306011400546361,0.00321962891772342,0.349004688594637,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l",59.934,"Males and females","European"
"357","Platelet count","Triglycerides","Weighted median",34,-0.00707064365985035,0.0169524144757911,0.676614257156302,NA,NA,NA,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l",59.934,"Males and females","European"
"358","Red blood cell count","Triglycerides","Inverse variance weighted",34,-0.00797391558386358,0.0191739445611391,0.677503329321132,99.8607803622279,33,1.20556565910598e-08,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L",0.48,"Males and females","Mixed"
"359","Red blood cell count","Triglycerides","MR Egger",34,-0.0131217663576267,0.02352218390918,0.580831314681764,102.498975789509,32,2.61378165017262e-09,-0.000780587243129735,0.00201130663327358,0.700512262866886,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L",0.48,"Males and females","Mixed"
"360","Red blood cell count","Triglycerides","Weighted median",34,-0.0233507395883285,0.0137365772428406,0.0891506691480756,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L",0.48,"Males and females","Mixed"
"361","Heart rate","Triglycerides","Inverse variance weighted",38,-0.234775802848713,0.170485798910518,0.168481678737472,101.559616867636,37,6.27697163229161e-08,NA,NA,NA,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute",NA,"Males and females","Mixed"
"362","Heart rate","Triglycerides","MR Egger",38,-0.129914127072115,0.204144730549274,0.528552921544813,101.893691239044,36,3.26914437371117e-08,0.0185413176630512,0.0197798421160144,0.354807328941952,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute",NA,"Males and females","Mixed"
"363","Heart rate","Triglycerides","Weighted median",38,-0.0569444196466135,0.120622177113448,0.636863165014325,NA,NA,NA,NA,NA,NA,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute",NA,"Males and females","Mixed"
"364","Leptin","Triglycerides","Inverse variance weighted",34,0.0197408513752099,0.0168736925058366,0.24203361677148,88.432506493683,33,5.86908509850932e-07,NA,NA,NA,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml",NA,"Males and females","European"
"365","Leptin","Triglycerides","MR Egger",34,-0.000586539539228105,0.0191671792771146,0.975777616178551,81.2698215494346,32,3.63686391778541e-06,-0.00374435629941376,0.00189397963190279,0.0567140703900379,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml",NA,"Males and females","European"
"366","Leptin","Triglycerides","Weighted median",34,-0.00336789695593853,0.0120658848008279,0.780148461696942,NA,NA,NA,NA,NA,NA,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml",NA,"Males and females","European"
"367","Plasma cortisol","Triglycerides","Inverse variance weighted",38,-0.0638324837560687,0.0286020292001937,0.02563171005358,40.4708146163552,37,0.319707277130239,NA,NA,NA,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD",NA,"Males and females","European"
"368","Plasma cortisol","Triglycerides","MR Egger",38,-0.041046077398884,0.034380662820624,0.240336295135812,40.0447872407074,36,0.29533036799458,0.00365458354344215,0.00309573257976438,0.245533711953275,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD",NA,"Males and females","European"
"369","Plasma cortisol","Triglycerides","Weighted median",38,-0.0262620418686678,0.0334816835921356,0.432822796053659,NA,NA,NA,NA,NA,NA,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD",NA,"Males and females","European"
"370","Oligoclonal band status","Triglycerides","Inverse variance weighted",7,-0.660753013400869,0.607290849559269,0.276580155390634,1.11494500139815,6,0.980877362173533,NA,NA,NA,25616667,2015,"Goris A",NA,"Immune system",363,2663,3026,"log odds",NA,"Males and females","European"
"371","Oligoclonal band status","Triglycerides","MR Egger",7,-0.197356219726251,0.943804506619801,0.842617029147713,0.926533461989418,5,0.96827107734325,0.0363286956913139,0.0566392347687773,0.54950146118464,25616667,2015,"Goris A",NA,"Immune system",363,2663,3026,"log odds",NA,"Males and females","European"
"372","Oligoclonal band status","Triglycerides","Weighted median",7,-0.549251041693488,0.654248747623541,0.401180886099247,NA,NA,NA,NA,NA,NA,25616667,2015,"Goris A",NA,"Immune system",363,2663,3026,"log odds",NA,"Males and females","European"
"373","Chronic kidney disease","Triglycerides","Inverse variance weighted",34,-0.038028256239228,0.0325914791810152,0.243284722957411,40.4605634119243,33,0.174182083883809,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds",NA,"Males and females","Mixed"
"374","Chronic kidney disease","Triglycerides","MR Egger",34,-0.00666136458939459,0.0379869271057752,0.861902171155386,38.8913723585078,32,0.187159654528669,0.00589764740165587,0.00386244607755805,0.136605585234681,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds",NA,"Males and females","Mixed"
"375","Chronic kidney disease","Triglycerides","Weighted median",34,-0.0266778417357604,0.0329116128749566,0.417600856798361,NA,NA,NA,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds",NA,"Males and females","Mixed"
"376","IgA nephropathy","Triglycerides","Inverse variance weighted",13,-0.329757376403618,0.481038993503598,0.493021711962969,9.22963816945388,12,0.683201205247185,NA,NA,NA,20595679,2010,"Feehally J",NA,"Kidney",977,4980,5957,"log odds",NA,"Males and females","European"
"377","IgA nephropathy","Triglycerides","MR Egger",13,-0.113167161251218,0.955454263569456,0.907851660192296,9.99986021838465,11,0.530399724536773,0.0129045145985402,0.0491851461346021,0.797887762524247,20595679,2010,"Feehally J",NA,"Kidney",977,4980,5957,"log odds",NA,"Males and females","European"
"378","IgA nephropathy","Triglycerides","Weighted median",13,-0.262883309274685,0.611278392597474,0.667155656793672,NA,NA,NA,NA,NA,NA,20595679,2010,"Feehally J",NA,"Kidney",977,4980,5957,"log odds",NA,"Males and females","European"
"379","Microalbuminuria","Triglycerides","Inverse variance weighted",36,-0.106074467824373,0.0516578684966682,0.0400334229057852,58.6078370356819,35,0.00744586768926092,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds",NA,"Males and females","European"
"380","Microalbuminuria","Triglycerides","MR Egger",36,-0.0817678876639074,0.0618491385938743,0.194976148851845,59.4100607024627,34,0.00448139311727162,0.00465684904194072,0.00641248686648636,0.472676599121327,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds",NA,"Males and females","European"
"381","Microalbuminuria","Triglycerides","Weighted median",36,-0.0725445052315124,0.0490447123805739,0.139100126351795,NA,NA,NA,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds",NA,"Males and females","European"
"382","Serum creatinine (eGFRcrea)","Triglycerides","Inverse variance weighted",34,0.00545535347585429,0.0156007312065404,0.72657454516316,154.041563159654,33,1.49084947397812e-17,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²",0.24,"Males and females","Mixed"
"383","Serum creatinine (eGFRcrea)","Triglycerides","MR Egger",34,0.00742988120155574,0.0188270190456261,0.695727204400031,158.669055345474,32,1.02421229552525e-18,0.000375610682738022,0.00193773717409877,0.847526528162719,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²",0.24,"Males and females","Mixed"
"384","Serum creatinine (eGFRcrea)","Triglycerides","Weighted median",34,0.0187519773881447,0.00876060894931284,0.0323153582263026,NA,NA,NA,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²",0.24,"Males and females","Mixed"
"385","Serum cystatin C (eGFRcys)","Triglycerides","Inverse variance weighted",34,0.0133021754156357,0.0232319426057967,0.56692823829242,75.8946186479501,33,3.14948680002766e-05,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²",0.23,"Males and females","Mixed"
"386","Serum cystatin C (eGFRcys)","Triglycerides","MR Egger",34,-0.0109862984764841,0.0267524599708901,0.6840551705916,71.809359249591,32,6.91289387687984e-05,-0.00475563761905805,0.00280356114827617,0.0995409664038728,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²",0.23,"Males and females","Mixed"
"387","Serum cystatin C (eGFRcys)","Triglycerides","Weighted median",34,0,0.0179972902106351,1,NA,NA,NA,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²",0.23,"Males and females","Mixed"
"388","Urinary albumin-to-creatinine ratio","Triglycerides","Inverse variance weighted",34,-0.0796763500682385,0.0638193793784017,0.211860310031155,44.2907207145948,33,0.090610862180279,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g",0.96,"Males and females","European"
"389","Urinary albumin-to-creatinine ratio","Triglycerides","MR Egger",34,-0.0573696783361263,0.0763991818657586,0.458187599777131,45.2547577292973,32,0.0603171632084866,0.00441505046966022,0.00810108783340127,0.589535665168807,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g",0.96,"Males and females","European"
"390","Urinary albumin-to-creatinine ratio","Triglycerides","Weighted median",34,-0.0370184517293456,0.0644880446078825,0.565943518500758,NA,NA,NA,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g",0.96,"Males and females","European"
"391","Percent emphysema","Triglycerides","Inverse variance weighted",36,0.0339882467204866,0.0256533865930913,0.185203353353764,36.0044544039992,35,0.421316582050995,NA,NA,NA,24383474,2014,"Manichaikul A","MESA","Lung disease",NA,NA,7667,"log (% emphysema + 1)",0.708,"Males and females","Mixed"
